Seed,Model,Feature_Set,Features,N_Train,N_Test,CV_R2_Mean,CV_R2_Std,Test_R2,Test_RMSE,Test_MAE
23,KNN,All_features,"pH, Fe, Mn, Al, SO4",218,55,0.7343401054192645,0.1275196187718044,0.8754266419325114,53.805871516108226,30.654160055198922
23,GradientBoosting,All_features,"pH, Fe, Mn, Al, SO4",218,55,0.6518386599457031,0.09054958860039214,0.9176897908274159,43.73649106326535,20.918814189733638
23,HistGradientBoosting,All_features,"pH, Fe, Mn, Al, SO4",218,55,0.5576549166277351,0.24867527222027605,0.5269612412967641,104.84927880861015,51.20921479864058
23,RandomForest,All_features,"pH, Fe, Mn, Al, SO4",218,55,0.705635545473876,0.054890886895324495,0.9050934131975562,46.964019726930566,23.75756509090911
23,ExtraTrees,All_features,"pH, Fe, Mn, Al, SO4",218,55,0.7432146409129254,0.0842716206232599,0.8466850048747703,59.69107511267379,24.20661272727274
23,LinearRegression,Drop_Fe_keep_pH,"pH, Mn, Al, SO4",218,55,0.8037652566988486,0.12012955557684142,0.8803499167834512,52.73192028654202,36.24334942059764
23,Ridge,Drop_Fe_keep_pH,"pH, Mn, Al, SO4",218,55,0.8043303411961809,0.12087474205981744,0.8823201330914613,52.29596347918768,36.053200944837286
23,ElasticNet,Drop_Fe_keep_pH,"pH, Mn, Al, SO4",218,55,0.8042710390055177,0.12079209711684416,0.88253390881755,52.248441801701205,36.02926088168898
23,BayesianRidge,Drop_Fe_keep_pH,"pH, Mn, Al, SO4",218,55,0.8047075549796663,0.12127901679612475,0.8825633076626899,52.241903148910865,36.02888661995543
23,SVR_RBF,Drop_Fe_keep_pH,"pH, Mn, Al, SO4",218,55,0.15742361981259625,0.15869891820949397,0.30555035721721,127.03911622188316,53.883910286287076
23,KNN,Drop_Fe_keep_pH,"pH, Mn, Al, SO4",218,55,0.7336022530418631,0.09217384751116144,0.923875746946097,42.06090438227402,25.57285621603597
23,GradientBoosting,Drop_Fe_keep_pH,"pH, Mn, Al, SO4",218,55,0.6733978730696181,0.08688129156646475,0.7644937140912812,73.9806829362347,27.04889522954063
23,HistGradientBoosting,Drop_Fe_keep_pH,"pH, Mn, Al, SO4",218,55,0.5587793538889689,0.2663492901656866,0.5473893514343027,102.56034381824561,47.47081586865625
23,RandomForest,Drop_Fe_keep_pH,"pH, Mn, Al, SO4",218,55,0.7159546095504116,0.06518767453569492,0.8890750162621976,50.7728767943193,24.993658909090954
23,ExtraTrees,Drop_Fe_keep_pH,"pH, Mn, Al, SO4",218,55,0.6953446142153472,0.13395503641102216,0.8180929758027202,65.01922956071633,25.230332000000057
23,LinearRegression,Drop_Mn_keep_pH,"pH, Fe, Al, SO4",218,55,0.5689961963113822,0.20075908137473125,0.41056996196995277,117.03970446948635,60.2097940288121
23,Ridge,Drop_Mn_keep_pH,"pH, Fe, Al, SO4",218,55,0.5687879589390743,0.1985141207403779,0.4160159807487972,116.497757556117,60.1661373369793
