Seed,Model,Outlier_Mode,N_Train,N_Test,CV_R2_Mean,CV_R2_Std,Test_R2,Test_RMSE,Test_MAE
12,Ridge,winsorize_1_99,218,55,0.866719572314369,0.08659958320931489,0.6030692212590244,202.35052419233793,80.90693640118118
12,MLP,winsorize_1_99,218,55,0.5628573124789013,0.18693194208764288,0.6938031259540927,177.72450856698256,70.31669067776284
13,RandomForest,none,218,55,0.723690538573386,0.13597991795940714,0.8196941878823765,86.90332816420798,34.50165272727264
13,ExtraTrees,none,218,55,0.7839047925926863,0.09865927828560415,0.8489051643560992,79.55296233262085,33.319203272727215
13,KNN,none,218,55,0.783658862593995,0.16933823335329273,0.7786419474508853,96.28956141964856,36.39978574991739
13,Ridge,none,218,55,0.8207516032360497,0.1452101180946669,0.7358354746861852,105.18862878449384,44.0603009501044
13,MLP,none,218,55,0.8321190615742932,0.11094365387190205,0.5743037824168203,133.53079713431285,60.283404479814244
13,RandomForest,iqr_remove,165,55,0.7013265488285689,0.13517884845028522,0.38103648944192214,161.0141595338303,47.99941418181834
13,ExtraTrees,iqr_remove,165,55,0.8046024384242589,0.11133713540966192,0.40655562730806494,157.660011506571,47.415513090909286
13,KNN,iqr_remove,165,55,0.6979816571892166,0.06416208334435138,0.1726048559439457,186.16071134087278,58.5279477554829
13,Ridge,iqr_remove,165,55,0.6896358485937508,0.12334047615986496,0.5637819096176311,135.1709549611779,47.13945444903989
13,MLP,iqr_remove,165,55,0.6263274550034179,0.20322117213523724,0.3767046888601616,161.57660396187057,61.364382901336384
13,RandomForest,winsorize_1_99,218,55,0.7028542121181605,0.16069840772171992,0.8222831627387464,86.27715857951014,34.046937090909005
13,ExtraTrees,winsorize_1_99,218,55,0.773097876726298,0.11800412391264425,0.8506244437251553,79.09905841038719,33.625760727272656
13,KNN,winsorize_1_99,218,55,0.7930369103107967,0.15088235818815451,0.7442456439556574,103.50064723113434,39.48181509023462
13,Ridge,winsorize_1_99,218,55,0.7746774511757399,0.12667214876142038,0.7846050733875081,94.98374323590834,42.82579995053016
13,MLP,winsorize_1_99,218,55,0.8101963927437437,0.11279023275734663,0.5645278246631726,135.0553371197325,59.86765178392978
14,RandomForest,none,218,55,0.04682837856192388,1.4855908307955252,0.8305275004752072,103.74346137689489,36.58214618181815
14,ExtraTrees,none,218,55,0.328760644205593,1.0658746679877777,0.8203945492735388,106.79990661139125,35.081611636363625
14,KNN,none,218,55,0.5410608346081875,0.568270845098176,0.8100778671932032,109.82441686588813,31.38584917397277
14,Ridge,none,218,55,0.09102903441730315,1.4729910726364304,0.9277056534581448,67.75842224421632,39.138827281438424
14,MLP,none,218,55,0.3858643382915174,0.6872756793508256,0.09943672344585619,239.14881497596855,79.55161675970487
14,RandomForest,iqr_remove,163,55,0.6723038612223144,0.13161016121696065,0.2147835116321004,223.30879182532846,60.26449781818189
14,ExtraTrees,iqr_remove,163,55,0.6820910987804408,0.13621944511722137,0.25316159365392155,217.78323187193885,55.199897090909154
14,KNN,iqr_remove,163,55,0.5900304660304398,0.17541043863144234,0.1594743404099377,231.03969612135268,63.76727786446473
14,Ridge,iqr_remove,163,55,0.7229623671266256,0.08540826987799975,0.8741261198802983,89.40852422308954,36.99051403118624
14,MLP,iqr_remove,163,55,0.6591747989024338,0.12491055392801728,0.8886057264371334,84.10901547622652,35.32505270698358
14,RandomForest,winsorize_1_99,218,55,-0.07610584563557965,1.7506018792579898,0.8640405859025407,92.92140306435024,34.801568363636356
14,ExtraTrees,winsorize_1_99,218,55,-0.10336662766903144,1.9181973280381197,0.8961665338329485,81.20444314430338,30.405593454545425
14,KNN,winsorize_1_99,218,55,0.5612914954860649,0.5435028023689427,0.8772119127353566,88.3058008859236,33.01829325923165
14,Ridge,winsorize_1_99,218,55,0.177872709930552,1.3078135149298502,0.9405133582607346,61.46400317056998,38.97606229388184
