Stratify_Col,Seed,Model,Outlier_Mode,Test_R2,Test_RMSE,Test_MAE,CV_R2_Mean
pH,27,ExtraTrees,winsorize_1_99,0.9425114000366599,78.7277597779144,31.649522545454406,0.8216815794232252
pH,27,KNN,winsorize_1_99,0.8939464495076419,106.93001648288455,40.09248388964338,0.782763380252211
pH,27,Ridge,winsorize_1_99,0.8859109828712178,110.90699717584793,51.80512538131689,0.8446229938241856
pH,27,MLP,winsorize_1_99,0.7038657473513713,178.68222393097489,67.18435494053806,0.6835930695684248
pH,28,RandomForest,none,0.6934426338500911,171.6487017591388,63.610897090909006,0.8799613679922235
pH,28,ExtraTrees,none,0.7206986740867163,163.84045437319497,61.6275541818181,0.8420599647753276
pH,28,KNN,none,0.6629859718190927,179.9735297411509,67.48038670563639,0.8424863852711061
pH,28,Ridge,none,0.6669697312575026,178.9066562749517,66.45670908569306,0.8825209236679064
pH,28,MLP,none,0.6746088327015001,176.84285796928543,65.87075130037209,0.8369395342252473
pH,28,RandomForest,winsorize_1_99,0.6828793238525042,174.58097893434189,64.12575090909081,0.8868566085177443
pH,28,ExtraTrees,winsorize_1_99,0.7360098354204476,159.28633449960117,60.01472327272722,0.8489142012721815
pH,28,KNN,winsorize_1_99,0.6335183364140367,187.67687788951605,67.82699112971389,0.8298603993739876
pH,28,Ridge,winsorize_1_99,0.6779462833542083,175.93360539157706,72.62874445090819,0.8673986675531336
pH,28,MLP,winsorize_1_99,0.7009685337351738,169.52864474932284,64.69168755820897,0.8133893801172268
pH,29,RandomForest,none,0.9257550327110916,50.35072173918796,24.207706181818246,0.7314059372108382
pH,29,ExtraTrees,none,0.9289970764517078,49.239122613594475,21.33203163636339,0.768403094207497
pH,29,KNN,none,0.9125991928347578,54.629837895221115,28.160950620709176,0.8222247639538642
pH,29,Ridge,none,0.9260659768548414,50.245174592481916,31.612898135554687,0.8324928284354527
pH,29,MLP,none,0.9308902766725536,48.57823900270188,27.929073405004505,0.5496118691474015
pH,29,RandomForest,winsorize_1_99,0.9334487809893264,47.67055382610944,23.78836181818189,0.7400474618366993
pH,29,ExtraTrees,winsorize_1_99,0.9394788351479635,45.459622945417415,20.551808727272643,0.7439171053514839
pH,29,KNN,winsorize_1_99,0.8530220499812504,70.843218407629,31.42214481384059,0.7950618892201669
pH,29,Ridge,winsorize_1_99,0.8526328547129586,70.93695225364374,41.656091963537115,0.8280902995100398
pH,29,MLP,winsorize_1_99,0.8788950221244792,64.30625042345844,35.33831360099145,0.7372628424278881
Al,0,RandomForest,none,0.6844870790487753,90.35381528322849,31.75632363636364,0.6387235626663154
Al,0,ExtraTrees,none,0.7716930282545984,76.85949170124842,33.529491272727164,0.6828881490598244
Al,0,KNN,none,0.9325432807893844,41.778277362229545,20.199284616498954,0.7673406567672891
Al,0,Ridge,none,0.8931457424098956,52.581604810421474,35.15427654925476,0.770269362935839
Al,0,MLP,none,0.8394041098108419,64.4622016996448,38.37520399672765,0.6068339597593048
Al,0,RandomForest,winsorize_1_99,0.6519033722705636,94.9047237075056,32.08045309090911,0.6400686596242041
Al,0,ExtraTrees,winsorize_1_99,0.786994574796104,74.2391949371641,32.06206145454536,0.5855015402771585
Al,0,KNN,winsorize_1_99,0.9511666062154972,35.54646149525233,18.13879713622881,0.767976508944993
Al,0,Ridge,winsorize_1_99,0.7984930212693604,72.20760940682322,43.76565207500578,0.696293970787125
Al,0,MLP,winsorize_1_99,0.7591552685061802,78.9417039630924,39.48997679524865,0.523102888918714
Al,1,RandomForest,none,0.63331348189312,161.76177032798475,53.90238654545453,0.8847102345710878
Al,1,ExtraTrees,none,0.6645097982960908,154.72779633054031,51.981931999999944,0.8940683604810985
Al,1,KNN,none,0.5390605238385986,181.36370192494445,64.71458222073612,0.868873326259231
Al,1,Ridge,none,0.6076863364844556,167.31895245637833,58.65051712147606,0.8752456884715831
Al,1,MLP,none,0.6362179475850027,161.11985201750267,57.84963977000621,0.8698311611123009
Al,1,RandomForest,winsorize_1_99,0.6164630687749231,165.436759376107,53.885358181818106,0.8990605567664863
Al,1,ExtraTrees,winsorize_1_99,0.6780693490793233,151.56872025887347,50.013470545454474,0.9163425239666617
Al,1,KNN,winsorize_1_99,0.5167794577985076,185.69538649329638,67.70877613712034,0.8875877889205407
Al,1,Ridge,winsorize_1_99,0.5992002383114128,169.11890078662924,68.98967718293781,0.8897352982357951
Al,1,MLP,winsorize_1_99,0.628527776675089,162.81394238660042,62.866672394231905,0.8804731236007026
Al,2,RandomForest,none,0.821182966608298,61.783129821775375,30.85156909090914,0.7991504383697463
Al,2,ExtraTrees,none,0.7241449949305616,76.73719078287857,35.18923200000003,0.8140075073818382
Al,2,KNN,none,0.8544836450188457,55.73414794819903,28.931130843326624,0.8289434298200555
Al,2,Ridge,none,0.820343887401032,61.92791543420778,39.56352311181055,0.8359887785637417
Al,2,MLP,none,0.7004322148592532,79.96740747942155,42.81568485198734,0.766295522177383
Al,2,RandomForest,winsorize_1_99,0.8150147746919101,62.83968274029376,31.238794181818225,0.8015236992549497
Al,2,ExtraTrees,winsorize_1_99,0.7152177765299943,77.96898858106118,35.36919818181819,0.80571244637871
Al,2,KNN,winsorize_1_99,0.9032510548133004,45.4452588764726,25.35355981000271,0.8422505907943488
Al,2,Ridge,winsorize_1_99,0.8451900069424886,57.48637954085508,37.732221567696364,0.8255154518845572
Al,2,MLP,winsorize_1_99,0.8845857116206716,49.6358257624502,29.420915717648636,0.7776111353631884
Al,3,RandomForest,none,0.8931933595708708,55.063382121527155,26.114165090909115,0.7951134348955122
Al,3,ExtraTrees,none,0.9344690941635757,43.130733256032606,21.817121818181814,0.8473426313364886
Al,3,KNN,none,0.9088829827447799,50.858494854719545,26.43139212783057,0.8190675523652347
Al,3,Ridge,none,0.8612934608582438,62.74978235518736,33.95393369881103,0.8445356873329828
Al,3,MLP,none,0.15130550177064095,155.21705864716745,64.57873525061957,0.7031152943686024
Al,3,RandomForest,winsorize_1_99,0.8930534440836,55.09943652062845,26.166278909090938,0.8057153897579117
Al,3,ExtraTrees,winsorize_1_99,0.930003153003861,44.57619501829875,21.83847709090911,0.8686503872217113
Al,3,KNN,winsorize_1_99,0.8852067210986965,57.08499750926231,28.585537455112703,0.822889649277889
Al,3,Ridge,winsorize_1_99,0.8822975815737154,57.80380790423956,33.760639829166955,0.8496002131787798
Al,3,MLP,winsorize_1_99,0.6632521800768327,97.77237218991537,48.74317987687342,0.7013409029729021
Al,4,RandomForest,none,0.8296769036279742,151.65788290334754,52.02011927272726,0.423786252570698
Al,4,ExtraTrees,none,0.8993047115160955,116.60919371058557,44.96679454545434,0.4225499191167829
Al,4,KNN,none,0.8052209048098763,162.18078166172202,48.704236410106,0.5661352556193798
Al,4,Ridge,none,0.905332429076421,113.06516843985408,53.26113537356013,0.3675121032439491
Al,4,MLP,none,0.8963968888552949,118.28089875241413,52.891633954417756,-0.11688622656958529
Al,4,RandomForest,winsorize_1_99,0.7997624351419301,164.43754896499664,55.630272727272754,0.3885719323175122
Al,4,ExtraTrees,winsorize_1_99,0.8773014352310217,128.72057128758883,44.3804596363634,0.3724111733817379
Al,4,KNN,winsorize_1_99,0.7715722197805773,175.63160776069608,55.615546266344154,0.6063034715104052
Al,4,Ridge,winsorize_1_99,0.8406182563907167,146.70587433587642,67.16235082034656,0.47896684924084776
Al,4,MLP,winsorize_1_99,0.6418440386353871,219.91978858037862,76.03381877077139,0.3505027069842839
Al,5,RandomForest,none,0.7574340953884418,137.09352483660354,46.48296545454555,0.7553598222020291
Al,5,ExtraTrees,none,0.7566925455929642,137.30291967377957,45.82772000000008,0.7652582573753908
Al,5,KNN,none,0.6463129926043938,165.54330372242518,51.78123825649156,0.8077080126625091
Al,5,Ridge,none,0.6972762770554931,153.1529239993759,53.27489763590711,0.8141296508627102
Al,5,MLP,none,0.5940681730275985,177.3489479695806,63.37550502737823,0.5482916790185215
Al,5,RandomForest,winsorize_1_99,0.7690924387278805,133.758423713246,46.468192727272815,0.7380225722733468
Al,5,ExtraTrees,winsorize_1_99,0.7633343110666106,135.4159169352136,44.76769745454553,0.7534261550677304
Al,5,KNN,winsorize_1_99,0.6263075569384721,170.16068399669095,52.38331268055712,0.8053244388898262
Al,5,Ridge,winsorize_1_99,0.7187770915412686,147.6139537258352,59.57266208137973,0.753726261343792
Al,5,MLP,winsorize_1_99,0.5722109789214236,182.06098252217453,67.83897573087752,0.5262021419377826
Al,6,RandomForest,none,0.8890579297133481,95.84182467344996,34.93497927272724,0.4344622713108969
Al,6,ExtraTrees,none,0.8352723914959501,116.78582609895186,43.86683163636351,0.6326528239694931
Al,6,KNN,none,0.8640111591525687,106.11055262759155,36.38967343630517,0.6133610228702413
Al,6,Ridge,none,0.955967876721138,60.379811723345604,34.12079777079828,0.6569960711442635
Al,6,MLP,none,0.7953899013246253,130.15788196981111,53.62238396626525,0.3155361606044934
Al,6,RandomForest,winsorize_1_99,0.8956363424036318,92.95689014106654,35.163217818181764,0.38484856803762674
Al,6,ExtraTrees,winsorize_1_99,0.8697705206473922,103.83926192070544,42.161014181818,0.4841930411753901
Al,6,KNN,winsorize_1_99,0.8990207954095448,91.43719885248356,35.31663745500476,0.6139288051089091
Al,6,Ridge,winsorize_1_99,0.9472963138451953,66.05830654984551,38.84048366844232,0.5675115599436665
Al,6,MLP,winsorize_1_99,0.7530099384924528,143.0035041564268,56.89658463203738,0.25205332019648047
Al,7,RandomForest,none,0.8702397937671749,65.0499959452114,29.594523999999993,0.8425518378013308
Al,7,ExtraTrees,none,0.91489312865342,52.681583808274056,24.91995018181809,0.8148560015149171
Al,7,KNN,none,0.8739586256558123,64.11107739065221,32.24999693245625,0.7923703984777571
Al,7,Ridge,none,0.9172793799119299,51.93778221027851,30.894206365302608,0.7752973510593062
Al,7,MLP,none,0.39785090186569116,140.1291637866961,61.79790605823846,0.5362601472353016
Al,7,RandomForest,winsorize_1_99,0.8826185758736805,61.86944175351113,28.791186181818173,0.8454249607909319
Al,7,ExtraTrees,winsorize_1_99,0.911002022108032,53.87243178218661,26.55923454545444,0.8373458940271439
Al,7,KNN,winsorize_1_99,0.8630367338309937,66.83109275359695,32.06560983040105,0.8024298175763915
Al,7,Ridge,winsorize_1_99,0.9151592839604423,52.59914356322638,34.72797753933628,0.7914849742032236
Al,7,MLP,winsorize_1_99,0.3601509852646586,144.44924061136206,65.04822190320637,0.5470296664285869
Al,8,RandomForest,none,0.8421959884513618,121.79072243025759,43.49036690909089,0.7863465977337395
Al,8,ExtraTrees,none,0.932052399943649,79.91756591043502,34.88008690909071,0.7731898714034853
Al,8,KNN,none,0.9106437538423924,91.64687163147966,41.00713867502644,0.766817248283561
Al,8,Ridge,none,0.969676139899977,53.38846435320384,30.33781039875538,0.7741616573727901
Al,8,MLP,none,0.4891412796180752,219.1318940693982,88.95370300120156,0.52810793569104
Al,8,RandomForest,winsorize_1_99,0.8326425800369347,125.42314107810515,44.65314872727272,0.7771130521672058
Al,8,ExtraTrees,winsorize_1_99,0.9219259400764847,85.6660157671102,36.74532509090898,0.812096436002844
Al,8,KNN,winsorize_1_99,0.8727771308398539,109.35478216494923,47.032773449097,0.7323990567829025
Al,8,Ridge,winsorize_1_99,0.9455489745473179,71.54152912480798,33.98968585490863,0.7354883322878895
Al,8,MLP,winsorize_1_99,0.5720514928794895,200.56305897086793,82.85272182796416,0.6247281915909821
Al,9,RandomForest,none,0.7299853346327567,186.859392606366,59.52061200000005,0.8724174734070308
Al,9,ExtraTrees,none,0.7484515184637355,180.3566277819287,56.21548581818179,0.845306225460002
Al,9,KNN,none,0.686763768066931,201.25989971582536,65.01205128905312,0.8505263809954473
Al,9,Ridge,none,0.7570827402756724,177.2353891347779,59.08125643868678,0.883439462319606
Al,9,MLP,none,0.7408177451924544,183.07282717029454,65.51645539981394,0.831330676782019
Al,9,RandomForest,winsorize_1_99,0.7877580385653227,165.66733335068378,54.89622436363641,0.8540661490136117
Al,9,ExtraTrees,winsorize_1_99,0.7992177949397646,161.1327674691186,50.57582654545449,0.829646117749441
Al,9,KNN,winsorize_1_99,0.7128550623028029,192.6956179369399,63.132467451594934,0.8614555449531889
Al,9,Ridge,winsorize_1_99,0.7825336531756804,167.69390804084625,60.12534735099331,0.8531336913033666
Al,9,MLP,winsorize_1_99,0.7902584270002957,164.68859209847858,61.43390629713504,0.7953544527372591
Al,10,RandomForest,none,0.8446024107971865,113.8240737704049,49.42088254545467,0.7256938500584637
Al,10,ExtraTrees,none,0.9283476594184323,77.29068872693082,39.04192581818173,0.7095677199081806
Al,10,KNN,none,0.9461837738112349,66.98361877320573,32.84711175232953,0.7732338875369515
Al,10,Ridge,none,0.9393057407333554,71.13540267186859,38.95510988802521,0.7490184214908717
Al,10,MLP,none,0.8044967904128171,127.67002172845012,66.40963990459261,0.18671154083645114
Al,10,RandomForest,winsorize_1_99,0.8628830340110076,106.91966367357566,47.57648909090919,0.7230230230109743
Al,10,ExtraTrees,winsorize_1_99,0.9247307610233401,79.2174300443042,37.29879309090922,0.70933132526799
Al,10,KNN,winsorize_1_99,0.9333979729609693,74.51705968773808,38.059105172793416,0.7317030703958828
Al,10,Ridge,winsorize_1_99,0.9199278932923572,81.70574870667348,48.47771134865784,0.7777633953351711
Al,10,MLP,winsorize_1_99,0.7351557718647226,148.59604236372908,72.81430516416141,0.6049759077553267
Al,11,RandomForest,none,0.7983381551631162,112.87823112401318,36.22632690909086,0.28520097029592917
Al,11,ExtraTrees,none,0.8020334668583851,111.83924227228032,37.6822905454545,0.4830598648786385
Al,11,KNN,none,0.6814378659262086,141.8715792784525,48.36576189076322,0.6315183384426494
Al,11,Ridge,none,0.8879325360662793,84.14689576683746,42.5151442287832,0.5700367489582879
Al,11,MLP,none,0.6829234164174396,141.54039792875062,57.68372744238089,0.5939808169177763
Al,11,RandomForest,winsorize_1_99,0.8465357295443723,98.46955307014579,33.708333090909036,0.15956193058075105
Al,11,ExtraTrees,winsorize_1_99,0.8965406241740531,80.85060129810573,32.77087309090905,0.25699722999798513
Al,11,KNN,winsorize_1_99,0.783560916273187,116.94082961816856,44.59451377971409,0.6686862260523753
Al,11,Ridge,winsorize_1_99,0.9258861005151074,68.43025514245905,39.18691238003161,0.371919588359524
Al,11,MLP,winsorize_1_99,0.5633105288220346,166.1057581092141,61.005759405483744,0.5386446858810789
Al,12,RandomForest,none,0.903150730303612,57.468815129002785,21.71216072727275,0.751585752541647
Al,12,ExtraTrees,none,0.9255665314968172,50.38116392365544,21.281045090909018,0.7825780605756617
Al,12,KNN,none,0.9230730244114945,51.21809214891763,23.744473936021702,0.7702963938630454
Al,12,Ridge,none,0.8063887077860707,81.25487186391183,38.834905869093944,0.7856525139520619
Al,12,MLP,none,0.7742415932436411,87.74169779832823,45.949792292473575,0.8303747311888637
Al,12,RandomForest,winsorize_1_99,0.9031073932031911,57.48167146376477,22.004633090909117,0.7335968683932462
Al,12,ExtraTrees,winsorize_1_99,0.9149988415490993,53.838938702766846,21.56468836363631,0.7863353506746712
Al,12,KNN,winsorize_1_99,0.8952759995974582,59.75953091869584,28.048349639176127,0.7915131312888021
Al,12,Ridge,winsorize_1_99,0.7677815699796495,88.98819755390376,46.00040349241862,0.8029526105401642
Al,12,MLP,winsorize_1_99,0.7938136735594707,83.85211060064837,40.684191675732926,0.743639427173632
Al,13,RandomForest,none,0.8660656928650468,98.0089628133007,35.040033090909205,0.6100583437589184
Al,13,ExtraTrees,none,0.85830365053928,100.80897672506087,35.931467272727375,0.6724891376038908
Al,13,KNN,none,0.8375203446723118,107.94918557868459,36.54977626550974,0.714468718086942
Al,13,Ridge,none,0.9493194499851995,60.28934079712171,34.07666758772548,0.6940157159111491
Al,13,MLP,none,0.4604717866453204,196.71023426924052,63.383092625318874,0.6872643608213674
Al,13,RandomForest,winsorize_1_99,0.8630892604607152,99.09200907950395,35.466982909091044,0.5796683531681915
Al,13,ExtraTrees,winsorize_1_99,0.894964778249412,86.79353038064677,33.63861709090917,0.6224300768424225
Al,13,KNN,winsorize_1_99,0.8831302871432016,91.552638317226,34.46912493212541,0.7060651067508099
Al,13,Ridge,winsorize_1_99,0.9545665563475478,57.08312013579389,35.58199584147188,0.6892629977685217
Al,13,MLP,winsorize_1_99,0.40436695903611664,206.6851460424522,65.9109138719949,0.7496665502011026
Al,14,RandomForest,none,0.8579427114716914,98.52163829013537,34.350962181818275,0.561382974211927
Al,14,ExtraTrees,none,0.8398637553808441,104.6031310472991,36.58205781818187,0.7234477976412954
Al,14,KNN,none,0.8846611319708897,88.77439206821332,31.54642478152235,0.7684902326433
Al,14,Ridge,none,0.935306482894391,66.48600619966359,36.886268821223965,0.5936138544089138
Al,14,MLP,none,0.9405912691932303,63.7125520908049,29.565430624162726,0.5600724103372114
Al,14,RandomForest,winsorize_1_99,0.8854409654427828,88.47377069192139,32.566377454545524,0.5689192339666334
Al,14,ExtraTrees,winsorize_1_99,0.9051944562879821,80.48533038669277,32.76920363636369,0.6794366812181153
Al,14,KNN,winsorize_1_99,0.8898158300989175,86.76797592451722,34.20589671456996,0.7842794319913622
Al,14,Ridge,winsorize_1_99,0.9431521393914674,62.32423079338913,38.94530627830038,0.6699075481830034
Al,14,MLP,winsorize_1_99,0.9429287868933914,62.44654521528958,33.67256214912043,0.7068509038199835
Al,15,RandomForest,none,0.8896061211807973,100.3846587428633,39.99287672727267,0.7650626903718284
Al,15,ExtraTrees,none,0.9154067098251635,87.87448823753289,36.14930436363624,0.7459010996142696
Al,15,KNN,none,0.9041532978441104,93.53700020191293,38.197719821509494,0.7383654875293709
Al,15,Ridge,none,0.9118288982040281,89.71353804161926,49.13615927093529,0.7541551194046329
Al,15,MLP,none,0.8294155088331722,124.78564340200244,59.04693341440304,0.6769444358334922
Al,15,RandomForest,winsorize_1_99,0.8978672034148638,96.5555989845123,37.626853090909,0.7915527122830404
Al,15,ExtraTrees,winsorize_1_99,0.9144410082707295,88.37464442152249,35.68527563636359,0.7420825475605939
Al,15,KNN,winsorize_1_99,0.9073781084195708,91.94998728203007,39.249017703282725,0.7478482831358848
Al,15,Ridge,winsorize_1_99,0.9283995600205169,80.84491261202794,43.796131338835025,0.7570842839683001
Al,15,MLP,winsorize_1_99,0.8636026143636981,111.58295886784146,57.626273166089796,0.7123187058317628
Al,16,RandomForest,none,0.6671693374308738,160.62448324980892,47.78499490909079,0.7582905436844818
Al,16,ExtraTrees,none,0.7955930808685814,125.87743216981202,40.85121381818174,0.8325955922645927
Al,16,KNN,none,0.7572805670422096,137.16785684772876,46.28546436858671,0.811525142925202
Al,16,Ridge,none,0.7783949071756824,131.0659703556811,59.000002077877085,0.8312890720697137
Al,16,MLP,none,0.8459823182687854,109.26608177439105,48.933684098058464,0.5380378826091006
Al,16,RandomForest,winsorize_1_99,0.6494533388214895,164.8439437915983,48.2401047272726,0.7541499783151793
Al,16,ExtraTrees,winsorize_1_99,0.7293192513851676,144.853423268198,43.10119018181801,0.8027316489240839
Al,16,KNN,winsorize_1_99,0.8047119884666344,123.03760546954895,45.552833807941866,0.7850733426768615
Al,16,Ridge,winsorize_1_99,0.7716746479885688,133.0384408959424,59.00205601624754,0.8203062769669467
Al,16,MLP,winsorize_1_99,0.8521090867018641,107.07074491861779,48.199179145640166,0.7072225261708421
Al,17,RandomForest,none,0.7220483574496291,138.61491521892486,38.84823781818191,0.8208169949657391
Al,17,ExtraTrees,none,0.7238992983615617,138.1526107348909,37.31382618181825,0.8469909068979018
Al,17,KNN,none,0.6816257607279317,148.35230599044255,40.068518994606706,0.8249903764298592
Al,17,Ridge,none,0.6971274513551062,144.69559077354566,39.00389943934275,0.8409817808235719
Al,17,MLP,none,0.7142450719420526,140.54720250130399,39.36489372272878,0.5591762609951552
Al,17,RandomForest,winsorize_1_99,0.7377191961914273,134.65069341081332,38.596618909090985,0.8254474472159327
Al,17,ExtraTrees,winsorize_1_99,0.7284950566346617,136.99799522624897,35.85019781818188,0.8447061905471495
Al,17,KNN,winsorize_1_99,0.657541677620145,153.86123131656413,41.48257056306108,0.8325249669276517
Al,17,Ridge,winsorize_1_99,0.6978402915794737,144.52521283776036,49.25958104321053,0.8236136955187714
Al,17,MLP,winsorize_1_99,0.7196945929565279,139.2005909221094,42.88178352622692,0.6474321748775349
Al,18,RandomForest,none,0.8380527495894754,64.42677335792943,26.56200545454539,0.7248682941941638
Al,18,ExtraTrees,none,0.7664374855099652,77.37152609495038,30.384134181818045,0.7960894365823601
Al,18,KNN,none,0.9150375648829504,46.66519313956702,24.291916696472644,0.7925357251028216
Al,18,Ridge,none,0.939178378026534,39.48285880890425,25.226227414407706,0.7838421274818745
Al,18,MLP,none,0.49048442854043794,114.2768662810599,57.58580003746944,0.5810546574930918
Al,18,RandomForest,winsorize_1_99,0.8537361004597135,61.22773107025395,25.962079999999933,0.7201964726751126
Al,18,ExtraTrees,winsorize_1_99,0.7517382530048778,79.76906390023073,32.196286545454385,0.8030921805697044
Al,18,KNN,winsorize_1_99,0.8484048483766768,62.33360547080798,30.51846388138987,0.7904197502032001
Al,18,Ridge,winsorize_1_99,0.9119004151403035,47.518915781572716,32.33212387478028,0.7897936187673416
Al,18,MLP,winsorize_1_99,0.432957959706177,120.55555347950968,61.32923474507824,0.5767391892936374
Al,19,RandomForest,none,0.8415631246205597,116.28514557484121,38.76160909090907,0.7534108338679957
Al,19,ExtraTrees,none,0.8618050427850141,108.60309556947308,37.23349454545456,0.7827948526468221
Al,19,KNN,none,0.744355456882341,147.71152092354566,45.84313644485975,0.7862548221422307
Al,19,Ridge,none,0.8563220180732332,110.73660793396577,46.45557774010659,0.7470416954002466
Al,19,MLP,none,0.8325185539032198,119.5582246625437,52.875634590635514,0.5789173842116108
Al,19,RandomForest,winsorize_1_99,0.8694893521624442,105.54048344328605,36.88043745454545,0.7485145785442692
Al,19,ExtraTrees,winsorize_1_99,0.9113612556864489,86.97769695773792,34.013012000000025,0.7550605398799317
Al,19,KNN,winsorize_1_99,0.8265240000482457,121.67904885009077,41.18829376060042,0.7865295895640572
Al,19,Ridge,winsorize_1_99,0.895915806534051,94.25154914034027,41.02443155581425,0.7237682471550201
Al,19,MLP,winsorize_1_99,0.8742259098470143,103.60762026628329,44.37583420168537,0.5689986453545747
Al,20,RandomForest,none,0.7104281302958837,103.55063410366638,43.29067163636369,0.6651848988446869
Al,20,ExtraTrees,none,0.8138363930173225,83.0275016697518,36.70258109090915,0.7557062801370691
Al,20,KNN,none,0.9193274087326346,54.65596682569277,26.276390293287687,0.7583318827600364
Al,20,Ridge,none,0.8134001830835058,83.12471785144551,41.25331854531709,0.7527982386017117
Al,20,MLP,none,0.8197224342276046,81.70439531934146,41.12863210774001,0.8206120860775826
Al,20,RandomForest,winsorize_1_99,0.6981522144426988,105.72278003137218,44.202208000000056,0.650407535054575
Al,20,ExtraTrees,winsorize_1_99,0.7994135831337588,86.18374022743428,37.85350981818183,0.7085890483389464
Al,20,KNN,winsorize_1_99,0.9164096340255141,55.63558908978513,25.11669051173911,0.7540878657771731
Al,20,Ridge,winsorize_1_99,0.7820574139421186,89.83501144372036,47.05464364064151,0.6980391492750015
Al,20,MLP,winsorize_1_99,0.7810163468134841,90.04931755635164,45.56292194290349,0.7907338736524799
Al,21,RandomForest,none,0.8781098468458395,56.757673025122,27.761342545454532,0.7824611155727356
Al,21,ExtraTrees,none,0.8336815134407566,66.29954265811496,30.873238181818177,0.8174526860066041
Al,21,KNN,none,0.8961653080003272,52.38555023389869,27.161737449531223,0.781628361869078
Al,21,Ridge,none,0.8660719748054675,59.49438820663832,35.88429209801892,0.7920983607983072
Al,21,MLP,none,0.8127221019555823,70.35314776383085,39.73239574760436,0.4227386671642533
Al,21,RandomForest,winsorize_1_99,0.8762910701743862,57.1795581902312,27.85814399999999,0.7917719488170933
Al,21,ExtraTrees,winsorize_1_99,0.8509792658304407,62.757208820452085,29.42368981818177,0.8092976608662896
Al,21,KNN,winsorize_1_99,0.859873375801711,60.85560721432093,29.46962582217299,0.7876476263767686
Al,21,Ridge,winsorize_1_99,0.8838576135608713,55.403301230404224,33.15325411141036,0.7370166296662347
Al,21,MLP,winsorize_1_99,0.8837143623484135,55.437458201682446,29.88295720851205,0.5631325612218955
Al,22,RandomForest,none,0.6851156492785555,194.897861605639,60.147088000000025,0.879805646584785
Al,22,ExtraTrees,none,0.7320579336214171,179.78439236495592,59.62228290909099,0.9125487301512181
Al,22,KNN,none,0.6717266894252447,198.99828009704177,61.42877406746151,0.8759983793665201
Al,22,Ridge,none,0.7612826177561925,169.69676259870457,60.69122554704246,0.9033259370872064
Al,22,MLP,none,0.7627475686186189,169.1752672917475,59.055074619664545,0.8505038255031785
Al,22,RandomForest,winsorize_1_99,0.7381223483251212,177.7381904639959,55.51113599999999,0.8713295640259737
Al,22,ExtraTrees,winsorize_1_99,0.7735987647214644,165.2612112365306,55.55151381818189,0.9030192855448499
Al,22,KNN,winsorize_1_99,0.7092538019563365,187.27877398761376,58.8882599955499,0.8671657596707337
Al,22,Ridge,winsorize_1_99,0.7766474249757861,164.14475774767885,61.66565894346772,0.8635616961604533
Al,22,MLP,winsorize_1_99,0.805296269348511,153.25641840869278,52.539929461764395,0.7900760869811294
Al,23,RandomForest,none,0.8098419491366339,126.48897758829128,45.242994545454614,0.34893750968865955
Al,23,ExtraTrees,none,0.9404803240355003,70.76615554315342,28.951318181817946,0.5667471869334646
Al,23,KNN,none,0.9185004744882572,82.80810833246474,27.740172082796363,0.6012729442647593
Al,23,Ridge,none,0.9609648509716727,57.30905463914766,32.93941608894393,0.5885866681163082
Al,23,MLP,none,0.9650028277676453,54.26399961806627,27.76328497018043,0.7769354037475622
Al,23,RandomForest,winsorize_1_99,0.766867347956768,140.0544381547984,48.38528545454549,0.3253161940136843
Al,23,ExtraTrees,winsorize_1_99,0.9211298410010227,81.4613647628062,32.86819490909079,0.4585563966461684
Al,23,KNN,winsorize_1_99,0.923102675579544,80.43608755275267,25.447802608958206,0.6767421378702665
Al,23,Ridge,winsorize_1_99,0.9235215826797134,80.21669589279708,40.792054094598534,0.5448113707892185
Al,23,MLP,winsorize_1_99,0.94959479015884,65.1227958099995,31.27909518467618,0.8083162070434708
Al,24,RandomForest,none,0.8860750752345121,123.36344478734405,49.14121745454548,0.3432424062636385
Al,24,ExtraTrees,none,0.9301602786877685,96.58915388467535,41.30703672727274,0.5658755853973474
Al,24,KNN,none,0.858769877796191,137.3538320297259,50.39171380458756,0.6007074594833487
Al,24,Ridge,none,0.9634830543523133,69.84323316176372,39.383033318142154,0.5015912290000943
Al,24,MLP,none,0.5728690414110339,238.86781559629136,94.18280070651889,0.5918838510347549
Al,24,RandomForest,winsorize_1_99,0.86809662572995,132.74099405511654,51.18713018181824,0.28563378437395126
Al,24,ExtraTrees,winsorize_1_99,0.8905280280483804,120.92847704216646,47.46750872727271,0.4606944939242502
Al,24,KNN,winsorize_1_99,0.7995288567372124,163.64511528778004,60.36946286000214,0.6979563941704349
Al,24,Ridge,winsorize_1_99,0.897417801464142,117.0612383746689,59.00926073559957,0.47692847478424333
Al,24,MLP,winsorize_1_99,0.431506068538546,275.57513533664377,107.67388555575009,0.6919601803922919
Al,25,RandomForest,none,0.898799293396754,93.3608973474843,32.27727745454542,0.6796837114712743
Al,25,ExtraTrees,none,0.9422417792647609,70.53101731077788,26.70902181818172,0.7420307473318413
Al,25,KNN,none,0.8873612715391661,98.49566450166141,34.8723509976797,0.7319324891952854
Al,25,Ridge,none,0.8817981243905145,100.89866703906006,39.34749408415138,0.7819294312908815
Al,25,MLP,none,0.8510600764398887,113.26058702000184,54.47088437295702,0.7366125661612817
Al,25,RandomForest,winsorize_1_99,0.924198036646125,80.80039281811062,27.991440727272654,0.6741120012094729
