pH,Fe,Mn,Al,SO4,SHAP_pH,SHAP_Fe,SHAP_Mn,SHAP_Al,SHAP_SO4
-0.8947304904455776,-0.3177454543232184,-0.4006570580589293,0.08053841478328531,-0.4054047904219478,19.192713482938785,-3.9899702105147856,-42.82746954955258,-1.1922830896493246,-10.086190633222063
-0.8626505270833852,-0.3223427900354693,-0.4007113690561231,0.06417023163129945,-0.3931562111143915,15.841423931342124,-5.80731128525128,-44.76553041034071,-6.066437026439334,-12.285345209310776
-0.9497247133521933,-0.3163118602762143,-0.3995533587136575,0.040108409347766064,-0.3884140629136582,16.20555009522352,-5.367912788068181,-45.39029633615157,-7.875874240451811,-13.35466673055194
-0.8397362675389618,-0.31483279367447625,-0.4019717587496207,0.017993570589159045,-0.40343037198516046,12.383973454809407,-6.834133526038443,-46.46098257238588,-10.231042117392516,-15.091015238992554
0.8284218272950481,-0.32164997563012016,-0.43870097519668694,-0.39312181567844756,-0.40002186649101645,-38.67759608722217,-5.012830612162819,-35.92962533180757,-30.357633754971715,-11.465514213835704
0.9246617173816255,-0.32236529970542066,-0.44804683656437044,-0.4343666719708809,-0.3933664208963263,-41.18045864473395,-5.854565189142536,-35.51073085755526,-32.15111365564407,-12.116331652924174
0.7871761601150864,-0.3231530626179137,-0.42615076499456883,-0.4166629399617113,-0.3922419684785031,-39.01305429363933,-6.266635557880124,-37.277282272450805,-32.90641705327324,-12.819810822756466
0.8467532349305866,-0.3232072973260516,-0.440267878678945,-0.2742834685440024,-0.3963465450704258,-44.772119293437626,-5.860651068693752,-37.18822456740053,-27.896091628540443,-12.50611344192761
-1.1284559377986942,-0.26286083611734057,0.14407350409424544,0.6355722375149562,-0.06261265025079028,60.49011400005588,13.067492011009579,4.645829311880826,87.43492112747788,20.45844354957586
-0.8626505270833852,-0.3007039723823102,0.4500604137554764,0.10685145530033102,-0.34211885870239356,36.13302128044139,4.63466219294255,25.8961050414884,12.11750991411851,-0.2444984289908234
